times, G0G1_phase_absolute_error, S_phase_absolute_error, G2_phase_absolute_error, M_phase_absolute_error
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30.00000000,0.01351113,0.01305280,0.00035065,0.00010768
60.00000000,0.02472575,0.02219359,0.00321085,0.00089405
90.00000000,0.03905559,0.03382342,0.00440318,0.00240173
120.00000000,0.05601240,0.05157430,0.00717156,0.00437604
150.00000000,0.07265700,0.06308265,0.01378054,0.00584877
180.00000000,0.08651020,0.07420946,0.01647319,0.00588251
210.00000000,0.10444375,0.08017005,0.02362004,0.01070862
240.00000000,0.11798591,0.08441137,0.02811399,0.01551551
270.00000000,0.12156719,0.08602093,0.03146067,0.01735968
300.00000000,0.12534809,0.08841985,0.03427791,0.02072225
330.00000000,0.12921456,0.09362484,0.04002589,0.02404574
360.00000000,0.13214444,0.10256900,0.04162266,0.03432300
390.00000000,0.14418714,0.11382949,0.04752445,0.03944258
420.00000000,0.15950203,0.12205845,0.05175895,0.04229401
450.00000000,0.17605580,0.13026378,0.05274999,0.04965140
480.00000000,0.18197423,0.13215902,0.05988468,0.05033039
510.00000000,0.18564114,0.13785649,0.06936134,0.05044266
540.00000000,0.19272946,0.14189991,0.07523433,0.05327075
570.00000000,0.19585385,0.14437744,0.08119693,0.05363142
600.00000000,0.20650173,0.15327139,0.08572620,0.05640676
630.00000000,0.21291410,0.15475003,0.09075880,0.05926517
660.00000000,0.22332958,0.15834733,0.09703150,0.05981065
690.00000000,0.23966017,0.16199343,0.10112982,0.06839682
720.00000000,0.25232134,0.16802321,0.10424188,0.07814026
750.00000000,0.25365083,0.17266531,0.10720367,0.08441466
780.00000000,0.25794375,0.17465444,0.10987086,0.09336391
810.00000000,0.25900770,0.18164073,0.11109087,0.10050626
840.00000000,0.26660945,0.18954647,0.11900240,0.10872176
870.00000000,0.27910527,0.19610838,0.13221334,0.11599880
900.00000000,0.30171000,0.20900318,0.14127152,0.11665055
930.00000000,0.31810075,0.22106399,0.14888223,0.11993131
960.00000000,0.33819237,0.23813688,0.15266816,0.12069851
990.00000000,0.35902594,0.25792973,0.15267238,0.12173502
1020.00000000,0.37695745,0.27347640,0.15275280,0.12403942
1050.00000000,0.39324154,0.28720785,0.15503129,0.12431359
1080.00000000,0.41397658,0.29929364,0.16007599,0.12791812
1110.00000000,0.41943487,0.30164475,0.16456157,0.12929653
1140.00000000,0.43142509,0.30847098,0.17031927,0.12989022
1170.00000000,0.44777651,0.31530536,0.18255680,0.13261071
1200.00000000,0.46975937,0.32815553,0.19360243,0.13452365
1230.00000000,0.48862749,0.34040211,0.20117838,0.13547806
1260.00000000,0.50349566,0.34610879,0.20893187,0.13688606
1290.00000000,0.51818881,0.35252595,0.21557427,0.13851965
1320.00000000,0.52868328,0.35294814,0.22147556,0.14269063
1350.00000000,0.53172600,0.36108756,0.22867875,0.14666959
1380.00000000,0.53222479,0.37180833,0.23774326,0.14882462
1410.00000000,0.53826841,0.38564433,0.24425842,0.15010184
1440.00000000,0.55178194,0.40278441,0.24785460,0.15013221
1470.00000000,0.56232966,0.42012291,0.25379795,0.15097966
1500.00000000,0.56688067,0.43257058,0.25863725,0.15403701
1530.00000000,0.56874272,0.43797752,0.26032804,0.15589112
1560.00000000,0.57166955,0.44273273,0.26110327,0.15694426
1590.00000000,0.57715080,0.45058995,0.26269794,0.16091490
1620.00000000,0.59327036,0.46399263,0.26778248,0.16328255
1650.00000000,0.61007171,0.47559675,0.27466340,0.16496625
1680.00000000,0.62254326,0.47841210,0.28553301,0.16617964
1710.00000000,0.63307250,0.47978569,0.29533920,0.16683017
1740.00000000,0.63919561,0.48630102,0.30858589,0.16743842
1770.00000000,0.64677109,0.49413854,0.32331074,0.16812657
1800.00000000,0.65408816,0.50366635,0.33331219,0.17496998
1830.00000000,0.66094944,0.50981054,0.33871344,0.18257421
1860.00000000,0.66708910,0.51856366,0.34004873,0.18385237
1890.00000000,0.67192762,0.53035093,0.34554875,0.18530111
1920.00000000,0.67821024,0.54309967,0.34827401,0.18904196
1950.00000000,0.68964931,0.56041170,0.35132296,0.19186596
1980.00000000,0.70265219,0.57773653,0.35500906,0.19250181
2010.00000000,0.71072314,0.58961150,0.35788317,0.19343172
2040.00000000,0.72022668,0.60234289,0.36293307,0.19525378
2070.00000000,0.73253511,0.61784989,0.36853878,0.19766092
2100.00000000,0.74653721,0.63273839,0.37088481,0.19912055
2130.00000000,0.75744779,0.64269249,0.37273200,0.20001125
2160.00000000,0.76440260,0.64823077,0.37662495,0.20248767
2190.00000000,0.77135378,0.65156936,0.37863158,0.20409363
2220.00000000,0.77311201,0.65177298,0.38185520,0.20576264
2250.00000000,0.77732209,0.65438450,0.38541340,0.20772229
2280.00000000,0.78444577,0.65863703,0.38688827,0.20911859
2310.00000000,0.79165535,0.66089983,0.39020057,0.21075307
2340.00000000,0.79575953,0.66206528,0.39447919,0.21174408
2370.00000000,0.80015909,0.66439883,0.39613018,0.21546109
2400.00000000,0.80196010,0.66653953,0.39935565,0.21617732
2430.00000000,0.80257415,0.66977143,0.40273710,0.21694092
2460.00000000,0.80407830,0.67203238,0.40604862,0.21949563
2490.00000000,0.80454685,0.67529757,0.41073301,0.22138338
2520.00000000,0.80584683,0.68066819,0.41382651,0.22236053
2550.00000000,0.80736651,0.68739757,0.41625334,0.22514339
2580.00000000,0.80926199,0.69152062,0.41940283,0.22606530
2610.00000000,0.81119604,0.69195568,0.41973810,0.22876967
2640.00000000,0.81186293,0.69196121,0.42018430,0.22898483
2670.00000000,0.81209979,0.69358519,0.42354946,0.23048915
2700.00000000,0.81394691,0.69516428,0.42702808,0.23054155
2730.00000000,0.81589098,0.69821685,0.43163864,0.23092763
2760.00000000,0.81898763,0.69952067,0.43543549,0.23153124
2790.00000000,0.82473028,0.70223140,0.43829515,0.23170352
2820.00000000,0.83079783,0.70548211,0.44097446,0.23184104
2850.00000000,0.83490646,0.70641859,0.44310999,0.23287764
2880.00000000,0.83637610,0.70669739,0.44489670,0.23291591
2910.00000000,0.83819724,0.70755421,0.44626307,0.23331795
2940.00000000,0.84174277,0.71290399,0.44818293,0.23343355
2970.00000000,0.84280951,0.71616227,0.44892360,0.23488441
3000.00000000,0.84294962,0.71872060,0.44965116,0.23657505
3030.00000000,0.84422035,0.72125548,0.45152541,0.23718513
3060.00000000,0.84639137,0.72500831,0.45464213,0.23872006
3090.00000000,0.84736935,0.72696577,0.45803204,0.23917452
3120.00000000,0.84805091,0.72851588,0.45824960,0.23982550
3150.00000000,0.84872787,0.73010883,0.46012797,0.24021701
3180.00000000,0.85027681,0.73364704,0.46102223,0.24131202
3210.00000000,0.85089075,0.73624861,0.46311147,0.24243829
3240.00000000,0.85204062,0.74107704,0.46599359,0.24323471
3270.00000000,0.85502247,0.74495224,0.46663754,0.24477202
3300.00000000,0.85807559,0.74703267,0.46741883,0.24496340
3330.00000000,0.85821710,0.74959832,0.46926856,0.24553781
3360.00000000,0.85909647,0.75548557,0.47378861,0.24602563
3390.00000000,0.86077208,0.75903825,0.47928556,0.24629430
3420.00000000,0.86250504,0.76170458,0.48348405,0.24649510
3450.00000000,0.86367442,0.76500380,0.48839696,0.24927819
3480.00000000,0.86398146,0.76662127,0.49039364,0.24935036
3510.00000000,0.86433884,0.76850170,0.49233274,0.24964907
3540.00000000,0.86485712,0.77051791,0.49379819,0.24968154
3570.00000000,0.86665824,0.77291999,0.49627253,0.25141041
3600.00000000,0.86761937,0.77561762,0.49715651,0.25403088
